timestamp,symbol,price
2025-03-19 09:00:00,A,122.72
2025-03-19 09:00:00,AAPL,217.14
2025-03-19 09:00:00,ABBV,212.29
2025-03-19 09:00:00,ABNB,125.71
2025-03-19 09:00:00,ABT,126.745
2025-03-19 09:00:00,ACGL,93.315
2025-03-19 09:00:00,ACN,324.74
2025-03-19 09:00:00,ADBE,392.13
2025-03-19 09:00:00,ADI,209.51
2025-03-19 09:00:00,ADM,47.625
2025-03-19 09:00:00,ADP,297.73
2025-03-19 09:00:00,ADSK,269.94
2025-03-19 09:00:00,AEE,99.92
2025-03-19 09:00:00,AEP,105.65
2025-03-19 09:00:00,AES,12.99
2025-03-19 09:00:00,AFL,107.485
2025-03-19 09:00:00,AIG,83.88
2025-03-19 09:00:00,AIZ,213.14
2025-03-19 09:00:00,AJG,329.74
2025-03-19 09:00:00,AKAM,82.1075
2025-03-19 09:00:00,ALB,79.435
2025-03-19 09:00:00,ALGN,164.6
2025-03-19 09:00:00,ALL,204.02
2025-03-19 09:00:00,ALLE,127.605
2025-03-19 09:00:00,AMAT,153.49
2025-03-19 09:00:00,AMCR,9.815
2025-03-19 09:00:00,AMD,102.95
2025-03-19 09:00:00,AME,176.76
2025-03-19 09:00:00,AMGN,315.9
2025-03-19 09:00:00,AMP,491.42
2025-03-19 09:00:00,AMT,213.9
2025-03-19 09:00:00,AMZN,193.64
2025-03-19 09:00:00,ANET,82.68
2025-03-19 09:00:00,AON,389.94
2025-03-19 09:00:00,AOS,67.44
2025-03-19 09:00:00,APA,20.45
2025-03-19 09:00:00,APD,293.845
2025-03-19 09:00:00,APH,65.53
2025-03-19 09:00:00,APO,139.31
2025-03-19 09:00:00,APTV,62.52
2025-03-19 09:00:00,ARE,98.01
2025-03-19 09:00:00,ATO,150.575
2025-03-19 09:00:00,AVB,211.09
2025-03-19 09:00:00,AVGO,188.95
2025-03-19 09:00:00,AVY,179.82
2025-03-19 09:00:00,AWK,143.47
2025-03-19 09:00:00,AXON,551.565
2025-03-19 09:00:00,AXP,264.62
2025-03-19 09:00:00,AZO,3592.0
2025-03-19 09:00:00,BA,171.09
2025-03-19 09:00:00,BAC,41.58
2025-03-19 09:00:00,BALL,51.79
2025-03-19 09:00:00,BAX,34.12
